titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Bibliothèque Saul-Bellow","https://montreal.ca/lieux/bibliotheque-saul-bellow","La bibliothèque Saul-Bellow se distingue par son architecture moderne, ses équipements à la fine pointe de la technologie et ses espaces conviviaux et confortables. Elle fait partie des bibliothèques de Lachine avec la bibliothèque de Saint-Pierre.Nos prêts et services les plus courantsVous avez accès à plusieurs services : prêt de livres, de bandes dessinées, de disques compacts, de DVD, de jeux vidéos, de magazines, de jeux de société, etc. Des journaux sont disponibles sur place. Nos prêts à découvrirPour les abonnés adultesDe l’équipement sportif durant la saison hivernaleDes liseuses KOBO AURA Des technotroussesExpérimentez avec de nouvelles technologies : crayons 3D, tablettes tactiles et graphiques, robots Finch, Stop Motion. Consultez le cartable au comptoir pour voir la collection complète. Prêt de 4 semaines non renouvelable au comptoir. Aucun retour dans les chutesDes prêts-surprisesIndécis ou tout simplement curieux? Empruntez des livres emballés sur différentes thématiques et découvrez-les dans le confort de votre foyer. Des trousses de jardinageDes lecteurs MP3Des sacs cocooning (dix livres, activités et surprises)Des laissez-passer pour des musées montréalaisDes instruments de musiquePour les jeunes abonnés (14 ans et moins)Des valises à lireExplorez les différentes valises de 3 à 5 documents couvrant chacune une thématique. Réservez-les en ligne ou en communiquant avec nous par téléphone ou courriel. Des sacs-surprisesNous préparons soigneusement des sacs qui cachent des livres et magazines par groupes d’âge (3-4 ans, 5-7 ans et 8-9 ans).Nos services à découvrirLa bouturothèque pour y déposer et prendre des bouturesLe service Biblio-semences et son catalogue de graines biologiquesLe service Biblio-Maison pour les personnes aînées ou à mobilité réduiteDu soutien en bureautique et en informatiqueL’émission de la carte Accès Loisirs LachineLes livres d’occasion en vente à 1 $ en tout temps. Deux grandes ventes sont organisées en juin et novembreRéservation de salle de travail pour utilisation individuelle ou de groupe. Maximum 2 h/jour.Une naissance un livreEn abonnant votre bébé de moins d’un an, vous recevrez une trousse de bébé-lecteurPour jeunes seulementUn comité ado pour les 12 à 16 ans qui souhaite faire du bénévolat dans nos locauxUn Club de lecture d’été TD, participez aux activités de cette chouette aventure littéraire estivale","2019-08-20","2023-11-02","Lachine","Culturels et communautaires","Bibliothèque","","Air climatisé,Borne de recharge voiture,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Salle d'allaitement,Stationnement gratuit,Support à vélo,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Entrée de plain-pied,Places de stationnement réservées (vignette),Signalisation accessible,Stationnement accessible,Toilettes accessibles","Culture et sports","Ouvert"," Horaire du café [Mardi, ouverture:10:00, fermeture:15:30,Mercredi, ouverture:10:00, fermeture:15:30,Jeudi, ouverture:10:00, fermeture:15:30,Vendredi, ouverture:10:00, fermeture:15:30,Samedi, ouverture:10:00, fermeture:15:30]","Fermé lors des journées fériées.,Horaire en vigueur pour l'automne 2023. Présence les jeudis 20, 27 sept., 12 et 19 oct., 2, 9, 23 et 30 nov. et 14 et 21 déc. Pour avoir des conseils sur l'utilisation de vos appareils portables. Premier arrivé, premier servi.,Ce service est offert par un tiers. La bibliothèque n'est pas responsable des changements d'horaire.","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5148725008","info.bibliolachine@montreal.ca","Bibliothèque Saul-Bellow","3100, rue Saint-Antoine",,"H8S4B8","Montréal",-73.691033,45.440449,289855,5033408.5
"Bibliothèque Saint-Charles","https://montreal.ca/lieux/bibliotheque-saint-charles","Située au coeur du quartier de Pointe-Saint-Charles depuis son ouverture en 1976, elle devient un véritable lieu de rencontre pour les citoyennes et citoyens. Pour découvrir l’histoire de la bibliothèque Saint-Charles, cliquez ici.Découvrez nos activités et événements dans notre calendrier plus bas et dans la programmation.La bibliothèque Saint-Charles sera renommée bibliothèque Éva-Circé-Côté à la fin des travaux de rénovation et d’agrandissement, lors de la réouverture. Pour plus d’informations sur le projet d’agrandissement et de rénovation, voir l’encadré plus bas.Le conseil municipal a approuvé le changement de toponyme le 19 décembre 2022.Pour en savoir plus, consultez le communiqué de presse.Découvrez qui était Éva Circé-Côté en lisant le panneau d’interprétation qui sera disponible à la bibliothèque.Prêt de capteurs de dioxyde de carbone","2019-08-20","2023-10-06","Le Sud-Ouest","Culturels et communautaires","Bibliothèque","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:09:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:20:00,Mercredi, ouverture:13:00, fermeture:20:00,Jeudi, ouverture:09:00, fermeture:18:00,Vendredi, ouverture:09:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","La bibliothèque sera fermée les jours fériés suivants : lundi 9 octobre, dimanche 24 décembre, lundi 25 décembre, mardi 26 décembre, dimanche 31 décembre.","","","numéro: 5148723092","","Bibliothèque Saint-Charles","1050, rue d'Hibernia",,"H3K2V2","Montréal",-73.564457,45.478891,299760.8,5037664.8
"Bibliothèque Mercier","https://montreal.ca/lieux/bibliotheque-mercier","La bibliothèque Mercier a fait l’objet de travaux majeurs en octobre 2020. Ceux-ci visaient à implanter le retour en libre-service et à réaménager l’espace d’accueil. Grâce à l’implantation du retour en libre-service (robot de tri), vous pouvez vous-même retourner les livres, revues, films ouCD de musique de façon simple, rapide et confidentielle, sans devoir passer par le comptoir d’accueil.Quant à l’aire d’accueil, vous pouvez profiter d’un espace plus moderne et accueillant par l’ajout d’un nouveau comptoir de service, d’un spacieux salon de lecture et d’un mur de nouveautés. On retrouve également dans la bibliothèque de nouveaux espaces pour l’utilisation des postes Internet pour les adultes et les jeunes. De plus, l’équipe de la bibliothèque a créé un coin dédié aux adolescents de 14 ans et plus, comprenant des tables de travail, des fauteuils et des collections.Pour connaître l’ensemble des services des bibliothèques de Montréal, c’est par ici.À découvrirProgrammation de l’automne 2023GrainothèqueProgramme d’éveil à la lecture Une naissance, un livrePlan directeur culturel de MHMBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfants, pour adultes, par thématique, il y en a pour tous les goûts 7 jours sur 7, 24 heures sur 24. En savoir plus","2019-08-20","2023-10-10","Mercier–Hochelaga-Maisonneuve","Culturels et communautaires","Bibliothèque","","Air climatisé,Fontaine d'eau potable,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Entrée de plain-pied,Places de stationnement réservées (vignette),Rampe d'accès,Signalisation accessible,Toilettes accessibles","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:10:00, fermeture:17:00,Mardi, ouverture:11:00, fermeture:19:00,Mercredi, ouverture:11:00, fermeture:19:00,Jeudi, ouverture:11:00, fermeture:19:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5148728738","","Bibliothèque Mercier","8105, rue Hochelaga",,"H1L2K9","Montréal",-73.523843,45.595475,302939.8,5050619.2
"Bibliothèque Maisonneuve","https://montreal.ca/lieux/bibliotheque-maisonneuve","Lorsqu’on pénètre dans la bibliothèque Maisonneuve, on est frappé de voir des armoiries en céramique sur le plancher. C’est que l’édifice a servi d’hôtel de ville à l’ancienne municipalité de Maisonneuve de 1912 à 1918, année de son annexion à Montréal. En 1925, elle a aussi abrité l’Institut du radium de l’Université de Montréal qui formait à l’époque les radiologistes et où La Bolduc mourut en 1941. L’actuelle bibliothèque occupe ces locaux depuis 1981.Débutés à l’été 2020 et terminés en 2023, des travaux de réhabilitation et d’agrandissement de l’édifice visaient à maintenir le capital patrimonial et historique du bâtiment d’origine et à répondre aux besoins de la population d’Hochelaga-Maisonneuve par l’ajout de nombreux espaces adaptés aux différentes clientèles. La nouvelle bibliothèque Maisonneuve est un lieu favorable aux échanges sociaux, à la diffusion culturelle, à l’apprentissage de nouvelles technologies. Elle offre des services de grande qualité à tous les résidentes et résidents du quartier, de tous les âges et tous les horizons. Toute la population de Montréal peut également utiliser ses services et ses collections.Une vidéo documentant le projet de réhabilitation et d’agrandissement est disponible.Pour connaître l’ensemble des services des bibliothèques de Montréal, c’est par ici.À découvrirProgrammation de l’automne 2023Collection Poètes du quartierGrainothèqueProgramme d’éveil à la lecture Une naissance, un livrePlan directeur culturel de MHMBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfants, pour adultes, par thématique, il y en a pour tous les goûts 7 jours sur 7, 24 heures sur 24. En savoir plus","2019-08-20","2023-10-10","Mercier–Hochelaga-Maisonneuve","Culturels et communautaires","Bibliothèque","","Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Entrée de plain-pied,Toilettes accessibles","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:12:00, fermeture:19:00,Mardi, ouverture:10:00, fermeture:19:00,Mercredi, ouverture:10:00, fermeture:19:00,Jeudi, ouverture:12:00, fermeture:19:00,Vendredi, ouverture:12:00, fermeture:19:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5148724213","","Bibliothèque Maisonneuve","4120, rue Ontario Est","(adresse postale et livraison : 4135, place Ernest-Gendreau, Montréal (Québec) H1V 0B9)","H1V1J9","Montréal",-73.540722,45.550621,301620.4,5045635
"Bibliothèque Le Prévost","https://montreal.ca/lieux/bibliotheque-le-prevost","Avec ses 9 000 bandes dessinées, ses milliers de CD et DVD, ses livres en gros caractères, ses ouvrages en espagnol, ses livres parlants et ses activités d’animation pour tous les âges et tous les goûts, la bibliothèque Le Prévost va à la rencontre des citoyens du quartier, quels que soient leurs attentes et leurs intérêts. À vous d’en profiter!Connaissez-vous la Grainothèque? Elle permet d’emprunter gratuitement des semences pour planter dans votre jardin.Techno-ExpressRéservez un ou une bibliothécaire et obtenez des réponses à vos questions sur l’informatique, le web, les courriels, la recherche documentaire, les livres numériques, le cellulaire et plus encore!Possibilités de réservation du 2 septembre au 20 décembre 2023. Pour tous.Pour nous contacterAdultes : 514 872-1523Jeunes : 514 872-1526","2019-08-20","2023-10-26","Villeray–Saint-Michel–Parc-Extension","Culturels et communautaires","Bibliothèque","","","","Culture et sports","Ouvert"," Heures d'ouverture [Lundi, ouverture:13:00, fermeture:18:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","","","","","","Bibliothèque Le Prévost","7355, avenue Christophe-Colomb",,"H2R2S5","Montréal",-73.613517,45.543689,295935.5,5044870.1
"Bibliothèque Langelier","https://montreal.ca/lieux/bibliotheque-langelier","Sur l’un des murs de la bibliothèque Langelier, une magnifique murale réalisée par les jeunes artistes de l’atelier le Fil d’Ariane illustre des contes traditionnels. La bibliothèque ouvre sa terrasse durant la saison estivale, permettant à sa clientèle de profiter de la lecture et du soleil en même temps.Au cours de l’été 2023, des travaux de réaménagement ont eu lieu dans l’aire d’accueil de la bibliothèque, rendant l’espace plus convivial grâce à, notamment, la création d’un coin de type « salon » pour les usagers et usagères, le réaménagement des collections et la création d’un pôle informatique près de la Référence. Cliquez ici pour obtenir plus d’informations sur les améliorations apportées.Pour connaître l’ensemble des services des bibliothèques de Montréal, c’est par ici.À découvrirProgrammation de l’automne 2023GrainothèqueProgramme d’éveil à la lecture Une naissance, un livrePlan directeur culturel de MHMBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfants, pour adultes, par thématique, il y en a pour tous les goûts 7 jours sur 7, 24 heures sur 24. En savoir plus","2019-08-20","2023-10-10","Mercier–Hochelaga-Maisonneuve","Culturels et communautaires","Bibliothèque","","Air climatisé,Table à langer,Toilettes,Wi-Fi gratuit","Toilettes accessibles","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:10:00, fermeture:17:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5148722640","","Bibliothèque Langelier","6473, rue Sherbrooke Est",,"H1N1C5","Montréal",-73.544271,45.581644,301345.2,5049082.8
"Bibliothèque Jean-Corbeil","https://montreal.ca/lieux/bibliotheque-jean-corbeil","Horaire des fêtes24-25-26 décembre : fermé27-28-29 décembre : 10h à 18h30 décembre : 10h à 17h31 décembre au 2 janvier : ferméNouveaux servicesDepuis le 1er novembre, deux nouveaux services s’ajoutent à l’offre écologique des bibliothèques d’Anjou.Recyclage de piles et de batteriesDéposez vos piles et vos batteries usagées pour qu’elles soient recyclées et ainsi éviter que les métaux toxiques qu’elles contiennent ne terminent dans un site d’enfouissement.Récupération de lunettes d’ordonnanceFaites don de vos lunettes d’ordonnance usagées dans les deux bibliothèques d’Anjou. Une fois nettoyées, analysées et classées, elles permettront de faire des interventions en santé visuelle auprès de populations ayant un accès limité à ce type de soins.Accès aux collections et à l’aide aux lecteursPlus de 130 000 documents : livres, DVD, CD, magazines, journaux, jeux de société, jeux vidéo;Accès à plus de 4 millions de documents du réseau des bibliothèques de Montréal par le biais du service de réservations.Les bibliothécaires spécialisées en recherche peuvent vous aider à :rechercher et identifier des documents qui répondent à vos besoins;rechercher de l’information sur un sujet précis;utiliser les ressources numériques;compléter une demande de prêts entre bibliothèques;utiliser les équipements de la bibliothèque;vous initier aux services et à la recherche en bibliothèque.Postes informatiques publics et accès au Wi-FiDes postes informatiques publics pour les adultes et les jeunes;Possibilité de réservations pour un maximum de 2 heures par jour;Accès aux imprimantes (couleur : 0,50 $ par feuille; noir et blanc : 0,10 $ par feuille) et aux numériseurs;Accès au Wi-FiSur placeAccès aux tables et places assises pour le travail ou le loisir;Collection des jeux de société.Surveillez la vitrine d’événements ou la page Facebook Culture et Bibliothèques d’Anjou pour connaître les activités offertes. Programme « Une naissance, un livre » Vous êtes le parent d’un enfant de 1 an ou moins? Abonnez-le à la bibliothèque et recevez une trousse de bébé-lecteur contenant un livre, un guide d’accompagnement à la lecture en famille et d’autres belles surprises! Vous offrirez ainsi à votre enfant le plus beau des cadeaux : le goût des livres et de la lecture.HistoriqueNommé en l’honneur de l’ancien maire d’arrondissement Jean Corbeil (1934-2002), dont la ténacité a permis la construction de cette bibliothèque, l’édifice conserve et expose de nombreuses œuvres d’art acquises par le Fonds du patrimoine culturel d’Anjou.","2019-08-20","2023-11-17","Anjou","Culturels et communautaires","Bibliothèque","","Air climatisé,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Table à langer,Toilettes","Ascenseur,Stationnement accessible,Toilettes accessibles,Zone de débarcadère,Zone de débarcadère pour transport adapté","Culture et sports","Ouvert"," Horaire d'été [Lundi, ouverture:12:00, fermeture:20:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]","Du 9 septembre 2023 au 31 mai 2024 | Période des fêtes : fermé les 24-25-26 décembre ainsi que du 31 décembre au 2 janvier. Ouvert les 27-28-29 décembre de 10h à 18h et le 30 décembre de 10h à 17h.,Du 3 juin au 8 septembre 2023","","","numéro: 5144938260","bibliotheque.jean.corbeil@montreal.ca","Bibliothèque Jean-Corbeil","7500, avenue Goncourt",,"H1K3X9","Montréal",-73.558411,45.602902,300243.5,5051446
"Bibliothèque Jacqueline-De Repentigny","https://montreal.ca/lieux/bibliotheque-jacqueline-de-repentigny","En 2017, la bibliothèque de Verdun a été renommée bibliothèque Jacqueline-De Repentigny en l’honneur d’une grande Verdunoise. Madame Jacqueline De Repentigny (1917-2014) a laissé sa marque dans les milieux éducatif et communautaire de Verdun. Cette nouvelle désignation s’inscrit dans le cadre de Toponym’Elles, la banque toponymique de noms féminins de la Ville de Montréal.Programmation Automne 2023Plein d’activités culturelles GRATUITES pour vous cet automne ! Par ici pour consulter la programmation des bibliothèques sur montreal.ca.","2019-08-20","2023-10-06","Verdun","Culturels et communautaires","Bibliothèque","","Air climatisé,Borne de recharge voiture,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","","Culture et sports","Ouvert"," Horaire régulier [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","Les transactions au comptoir doivent être effectuées au plus tard 5 minutes avant la fermeture. Les postes informatiques ferment 15 minutes avant la fermeture.","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5147657172","","Bibliothèque Jacqueline-De Repentigny","5955, avenue Bannantyne",,"H4H1H6","Montréal",-73.579007,45.448625,298620,5034302.4
"Bibliothèque du Plateau-Mont-Royal","https://montreal.ca/lieux/bibliotheque-du-plateau-mont-royal","Située face à la station de métro Mont-Royal, la bibliothèque du Plateau-Mont-Royal occupe l’ancien pensionnat Saint-Basile. Elle possède une collection de plus de 80 000 documents, dont d’importantes collections de romans, de bandes dessinées et de livres pour les enfants ainsi qu’une dizaine de postes informatiques en accès libre.Bibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux…Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfant, pour adulte, par thématique, il y en aura pour tous les goûts7 jours sur 7, 24 heures sur 24!En savoir plusAccessibilitéLa bibliothèque possède des documents en format adaptés, incluant des livres en gros caractères, en format numérique EPUB ou MP3 et des DVD avec audiodescription ou sous-titres;Prêt de loupes numériques;Prêt de fauteuil roulant sur place;Le service Biblio-courrier est accessible pour tous les résidents ayant une limitation fonctionnelle;Deux vélos-pupitres pour enfants;Chutes à livres extérieures disponibles;Stationnement réservé en face de la bibliothèque;Pour tous les services accessibles, demandez la brochure Des Bibliothèques pour tous faite en partenariat avec l’organisme Kéroul (voici d’ailleurs l’analyse faite par Kéroul en 2019 de la bibliothèque du Plateau-Mont-Royal).Vous trouverez aussi de nombreux renseignements sur la bibliothèque et ses services sur la page Facebook des Biblios du Plateau.Inscrivez-vous également à l’infolettre culturelle de l’arrondissement !","2019-08-20","2023-09-08","Le Plateau-Mont-Royal","Culturels et communautaires","Bibliothèque","","Air climatisé,Produits menstruels gratuits,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","Porte à ouverture automatique","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:12:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:12:00, fermeture:20:00,Vendredi, ouverture:12:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5148722271","biblio_pmr@montreal.ca","Bibliothèque du Plateau-Mont-Royal","465, avenue du Mont-Royal Est",,"H2J1W3","Montréal",-73.582684,45.524952,298341.1,5042784.9
"Bibliothèque de Saint-Michel","https://montreal.ca/lieux/bibliotheque-de-saint-michel","Modification à l’horaire dès le 8 novembre 2023 en raison de travauxL’accès à la bibliothèque se fera par l’arrière du bâtiment dans les prochaines semaines. La chute à livres ne sera pas accessible.La bibliothèque de Saint-Michel a développé au fil des ans des collections et des services à l’écoute des jeunes lecteurs. Elle leur propose notamment des milliers de bandes dessinées, des centaines de mangas et des activités sur mesure pour eux. Elle offre en outre du soutien aux garderies et aux centres de la petite enfance en leur offrant des heures du conte.Pour nous contacterAdultes : 514 872-3899Jeunes : 514 872-4250","2019-08-21","2023-11-08","Villeray–Saint-Michel–Parc-Extension","Culturels et communautaires","Bibliothèque","","","","Culture et sports","Ouvert"," Heures d'ouverture [Lundi, ouverture:13:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:20:00,Mercredi, ouverture:13:00, fermeture:20:00,Jeudi, ouverture:13:00, fermeture:18:00,Vendredi, ouverture:13:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]","Modification à l'horaire dès le 8 novembre en raison de travaux","","","numéro: 5148723899","","Bibliothèque de Saint-Michel","7601, rue François-Perrault",,"H2A3L6","Montréal",-73.601328,45.562168,296889.9,5046922.4
"Bibliothèque de Saint-Léonard","https://montreal.ca/lieux/bibliotheque-de-saint-leonard","La première bibliothèque de Saint-Léonard est inaugurée en 1966 sur la rue Jarry, dans une maison très modeste. En 1974, le nouvel hôtel de ville et la bibliothèque actuelle sont construits côte à côte, sur le boulevard Lacordaire. Agrandie en 1984, la bibliothèque se modernise au fil des années et abrite aujourd’hui la splendide Galerie Port-Maurice.Vous trouverez également de nombreux renseignements sur la bibliothèque et les services sur la page Facebook de la bibliothèque de Saint-Léonard.","2019-08-21","2023-11-08","Saint-Léonard","Culturels et communautaires","Bibliothèque","","Air climatisé,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","Ascenseur,Entrée de plain-pied","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:13:00, fermeture:20:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","","","","numéro: 5143288500","","Bibliothèque de Saint-Léonard","8420, boulevard Lacordaire",,"H1R3G5","Montréal",-73.598376,45.58577,297123.6,5049545.1
"Bibliothèque de Rivière-des-Prairies","https://montreal.ca/lieux/bibliotheque-de-riviere-des-prairies","Pour nous rejoindre :514 872-9425 (section adulte)514 872-9494 (section jeunesse)La salle d’exposition est mise à la disposition de la maison de la culture des Rivière-des-Prairies.Collections de livres multilingues disponibles (espagnol, arabe et créole).Club de lecture d’été TDBilingue et gratuit, il est destiné aux enfants de tout âge, quels que soient leurs goûts et leurs aptitudes. En plus de mettre en vedette des œuvres, des auteurs et autrices d’ici, le Club invite les enfants à découvrir le plaisir de lire à leur façon, pour que l’amour de la lecture les accompagne toute leur vie. Pour s’abonner au club, consultez le lien disponible ici.","2019-08-21","2023-10-10","Rivière-des-Prairies–Pointe-aux-Trembles","Culturels et communautaires","Bibliothèque","","Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:12:00, fermeture:17:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","","","","numéro: 5148729425","biblio_rp@montreal.ca","Bibliothèque de Rivière-des-Prairies","9001, boulevard Perras",,"H1E3J7","Montréal",-73.578922,45.650106,298648.6,5056693.3
"Bibliothèque Serge-Bouchard (Pointe-aux-Trembles)","https://montreal.ca/lieux/bibliotheque-serge-bouchard-pointe-aux-trembles","Pour nous joindre :514 872-6987 (section adulte)514 872-9170 (section jeunesse)Seize postes multimédias sont à la disposition des citoyens.Collections de livres multilingues disponibles (espagnol et arabe).L’ArtèreMercredi | 13 h à 20 hDimanche | 12 h à 17 hPrenez note que vous devez être autonome pour profiter du libre-service de la fabricathèque l’Artère ou avoir suivi une formation de base pour certains outils. Cependant, les mercredis, il est possible de réserver une séance avec l’animatrice spécialisée pour avoir un cours privé ou de la formation de base.Réserver une plage horaire en cliquant ici.Club de lecture d’été TDBilingue et gratuit, il est destiné aux enfants de tout âge, quels que soient leurs goûts et leurs aptitudes. En plus de mettre en vedette des œuvres, des auteurs et autrices d’ici, le Club invite les enfants à découvrir le plaisir de lire à leur façon, pour que l’amour de la lecture les accompagne toute leur vie. Pour s’abonner au club, consultez le lien disponible ici.","2019-08-21","2023-10-10","Rivière-des-Prairies–Pointe-aux-Trembles","Culturels et communautaires","Bibliothèque","","Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:12:00, fermeture:17:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","","","","numéro: 5148726987","biblio_pt@montreal.ca","Bibliothèque Serge-Bouchard (Pointe-aux-Trembles)","14001, rue Notre-Dame Est",,"H1A1T9","Montréal",-73.494899,45.667876,305197.5,5058665.1
"Bibliothèque de Parc-Extension","https://montreal.ca/lieux/bibliotheque-de-parc-extension","Les gens y viennent pour lire, s’informer, emprunter un guide d’apprentissage du français, naviguer sur Internet ou assister aux activités organisées pour eux. Les jeunes sont invités à des heures du conte, des ateliers, des spectacles et des rencontres de toutes sortes. Certains adultes profitent même de leur visite pour pratiquer leur français en assistant à un atelier de conversation animé par un membre du personnel.Collection de livres multilinguesSaviez-vous que la bibliothèque possède environ 7600 livres dans d’autres langues que le français ou l’anglais? Des livres en hindi, ourdou, bengali, gujarati, pendjabi, tamoul, grec, italien et espagnol vous attendent à la bibliothèque de Parc-Extension. Profitez de votre prochaine visite pour feuilleter et emprunter ces livres qui nous viennent de partout dans le monde.","2019-08-21","2023-10-26","Villeray–Saint-Michel–Parc-Extension","Culturels et communautaires","Bibliothèque","","Produits menstruels gratuits","","Culture et sports","Ouvert"," Heures d'ouverture [Lundi, ouverture:12:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:12:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]","","","","numéro: 5148726071","","Bibliothèque de Parc-Extension","421, rue Saint-Roch",,"H3N1K2","Montréal",-73.628862352985,45.531362873243,294735,5043502.1
